,Title,IMDB_ID,Date_of_Release,Genre,Cast,Plot summary,IMDB Rating,IMDB Votes,Released_Year
944,Tu Chor Main Sipahi,['0117983'],10 May 1996,"Action, Comedy, Drama","Akshay Kumar, Saif Ali Khan, Tabu",A police officer and a master thief join forces in order to free a village from the clutches of an evil landowner.,5.2,"1,335",1996
945,Zila Ghaziabad,['2171454'],22 Feb 2013,"Action, Crime, Thriller","Kushagra Anand, Vivek Oberoi, Usman Rao","In the city of Ghaziabad, gang war breaks between two rival groups led by Satbir Singh and Fauji. Thakur Pritam Singh, a corrupt police officer, is transferred to the city to handle the situation.",3.6,"1,302",2013
946,Roadside Romeo,['1050739'],24 Oct 2008,"Animation, Adventure, Comedy","Saif Ali Khan, Kareena Kapoor, Javed Jaffrey","This is the story of Romeo. A dude who was living the life. He had the works - the mansion to live in, the chicks to party with and the cars to be driven around in. Until one day, the family he was the favorite pet of, decided to mov",5.2,"1,378",2008
947,Ijaazat,['0091256'],08 Jul 1987,"Drama, Musical, Romance","Rekha, Naseeruddin Shah, Anuradha Patel","Meeting accidentally five years after their divorce, a couple reflects on how their marriage collapsed despite transparency.",8.3,"1,400",1987
948,Teen Kanya,['2583390'],02 Nov 2012,Thriller,"Rituparna Sengupta, Ananya Chatterjee, Unnati Davara",A psychological thriller that tells a story of lives of three women.,5.7,81,2012
949,Bheja Fry 2,['1939654'],17 Jun 2011,"Comedy, Drama","Vinay Pathak, Kay Kay Menon, Minissha Lamba",A tax-evading businessman and an income-tax officer get stranded on an isolated island.,4.7,"1,306",2011
950,Phool Aur Kaante,['0254683'],22 Nov 1991,"Action, Drama, Romance","Ajay Devgn, Madhoo, Arif Khan","A young man who despises his father's criminal profession, wants to live a peaceful life away from him but fate has some other plans.",5.9,"1,378",1991
951,Life Partner,['1229366'],14 Aug 2009,"Comedy, Drama, Romance","Govinda, Fardeen Khan, Tusshar Kapoor","Based in Cape Town, specializing in divorces, Jeet Oberoi warns his friends, Karan Malhotra and Bhavesh Patel, about the many disadvantages of being involved in a married relationship. He indicates that marriages result in divorce, i",5.2,"1,265",2009
952,Insan,['0438875'],14 Jan 2005,"Action, Crime, Drama","Akshay Kumar, Ajay Devgn, Tusshar Kapoor","A police offer is hellbent to arrest a notorious terrorist who is planning to destroy Mumbai, as well as to settle a personal score with him.",4.6,"1,329",2005
953,Run,['8633478'],20 Nov 2020,"Mystery, Thriller","Sarah Paulson, Kiera Allen, Sara Sohn",A homeschooled teenager begins to suspect her mother is keeping a dark secret from her.,6.7,"55,834",2020
954,Sadak,['0156985'],20 Dec 1991,"Action, Drama, Romance","Sanjay Dutt, Pooja Bhatt, Deepak Tijori","A taxi driver with a tragic past sees an opportunity for redemption when he encounters a woman sold into prostitution. Wanting to help her escape, he has to deal with the wrath of the brothel madam.",6.4,"2,401",1991
955,Aflatoon,['0225029'],19 Dec 1997,"Action, Comedy, Crime","Akshay Kumar, Urmila Matondkar, Anupam Kher","Trouble ensues when Raja is framed for crimes that actually committed by his evil lookalike Rocky, and the former must prove his innocence and eliminate his nemesis.",4.5,"1,269",1997
956,Haan Maine Bhi Pyaar Kiya,['0308347'],15 Feb 2002,"Drama, Musical, Romance","Akshay Kumar, Karisma Kapoor, Abhishek Bachchan",Shiv (Abhishek Bachchan) and Pooja (Karisma Kapoor) are happily married to each other but sometimes can get into the most petty arguments coming from the way they approach life. Shiv takes each day as it comes whilst Pooja's imaginat,3.7,"1,283",2002
957,Kaalia,['0082594'],25 Dec 1981,"Action, Drama","Amitabh Bachchan, Asha Parekh, Parveen Babi, Amjad Khan","Jailed for robbing his brother's unscrupulous employer, a simpleton has a transformation while in prison, emerging with a violent mission for revenge.",6.8,"1,419",1981
958,Jayantabhai Ki Luv Story,['2622130'],15 Feb 2013,"Action, Comedy, Romance","Vivek Oberoi, Neha Sharma, Rahul Singh","Jayantabhai is a street-thug and small time gangster, who unexpectedly falls in love with his enemy, who is Simrin. A romantic caper about how people unknowingly fall in love with people they least expect to.",5.3,"1,273",2013
959,Aashayein,['1227524'],27 Aug 2010,Drama,"John Abraham, Anaitha Nair, Girish Karnad, Farida Jalal",A man meets with assorted characters in a nursing home after being diagnosed with cancer.,7.1,"1,259",2010
960,Anaarkali of Aarah,['6058394'],24 Mar 2017,Drama,"Pankaj Tripathi, Sanjay Mishra, Swara Bhaskar","A village dancer is harassed by a local politician and is ridiculed by the police, but ends up plotting revenge to clear her name.",5.9,"1,652",2017
961,Mili,['0073391'],20 Jun 1975,"Drama, Romance, Family","Jaya Bachchan, Amitabh Bachchan, Usha Kiran","A reclusive, depressed man and a bubbly young woman fall in love but then find out that she has cancer.",7.5,"1,283",1975
962,Dilwaala,['0363567'],07 Feb 1986,"Action, Comedy, Drama","Mithun Chakraborty, Smita Patil, Meenakshi Sheshadri","When a MLA's son kills his wife, a man attempts to bring him to justice and hopes that his estranged sister a Judge, will support him in the cause.",3.7,"1,134",1986
963,Tenacious D in The Pick of Destiny,['0365830'],22 Nov 2006,"Adventure, Comedy, Music","Jack Black, Kyle Gass, JR Reed","To become the greatest band of all time, two slacker, wannabe-rockers set out on a quest to steal a legendary guitar pick that gives its holders incredible guitar skills, from a maximum security Rock and Roll museum.",6.8,"104,610",2006
964,Gumnaam,['0247394'],06 Feb 1965,"Drama, Mystery, Thriller","Nanda, Manoj Kumar, Pran","Eight people are trapped on an island when their plane abandons them. They find a large mansion whose butler is expecting them. Then one by one, they die...",7.0,"1,464",1965
965,1971,['0983990'],09 Mar 2007,"Action, Drama, War","Manoj Bajpayee, Ravi Kishan, Deepak Dobriyal","Based on true facts, the film revolves around 6 brave soldiers who escape from the clutches of the Pakistan Army and risk death with honour and courage with sacrifice towards their journey home.",8.1,"1,987",2007
966,Karzzzz,['1156148'],17 Oct 2008,"Action, Drama, Musical","Himesh Reshammiya, Urmila Matondkar, Shweta Kumar","A singer/dancer, while on tour, starts hallucinating and having visions of having been there before.",2.1,"1,243",2008
967,Woh lamhe...,['0833561'],29 Sep 2006,"Biography, Drama, Romance","Kangana Ranaut, Shiney Ahuja, Shaad Randhawa","Based upon the life of actress Parveen Babi, this film describes the life of a schizophrenic actress Sana Azim, and the love of her life - Aditya Garewal.",6.5,"1,327",2006
968,Badal,['0247944'],11 Feb 2000,"Action, Crime, Drama","Bobby Deol, Rani Mukerji, Ashutosh Rana","Badal (Bobby Deol) is a victim of the 1984 riots, brought up by a terrorist (Ashish Vidyarthi). Badal lives with the sole aim of exterminating a police cop Rana (Ashutosh Rana) now the DGP. Rana was responsible for cruel harassment a",4.9,"1,298",2000
969,Road to Perdition,['0257044'],12 Jul 2002,"Crime, Drama, Thriller","Tom Hanks, Tyler Hoechlin, Rob Maxey","A mob enforcer's son witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.",7.7,"255,030",2002
970,Nasha,['3044882'],26 Jul 2013,"Drama, Thriller","Poonam Pandey, Shivam Patil, Vishal Bhonsle","A teenage boy becomes smitten with his new drama teacher and pursues her, despite the perilous risks of being found out.",3.2,"1,217",2013
971,Jail,['1245774'],06 Nov 2009,Drama,"Manoj Bajpayee, Atul Kulkarni, Neil Nitin Mukesh","Remanded to policy custody, a man reviews his options in an overcrowded jail while awaiting trial.",6.2,"1,273",2009
972,Aakhree Raasta,['0090575'],06 Jun 1986,"Action, Crime, Drama","Amitabh Bachchan, Sridevi, Jaya Prada",An ex-convict is bent on revenge against the people responsible for his wrongful imprisonment but is pit against his estranged son who is now a police officer.,7.0,"1,290",1986
973,Saudagar,['0102844'],09 Aug 1991,"Action, Drama, Romance","Dilip Kumar, Raaj Kumar, Vivek Mushran",Two clan chiefs who have maintained a blood feud for decades have to contend with the romance between their respective grandchildren.,6.8,"1,296",1991
974,16 December,['0313844'],22 Mar 2002,"Action, Thriller","Milind Soman, Danny Denzongpa, Gulshan Grover, Dipannita Sharma",Indian intelligence agents race against time to stop a renegade Pakistani terrorist from detonating a nuclear weapon in Delhi.,6.9,"1,236",2002
975,Saajan Chale Sasural,['0246905'],12 Apr 1996,"Comedy, Drama","Govinda, Karisma Kapoor, Tabu",A village-based singer attempts to find love and fame in the big city.,6.0,"1,374",1996
976,Madhumati,['0050665'],12 Sep 1958,"Fantasy, Musical, Mystery","Dilip Kumar, Vyjayanthimala, Johnny Walker","A young man takes shelter in a mansion when a landslide blocks his route to the railway station. Then, he finds the mansion familiar and soon learns about the story of his previous birth.",8.0,"1,297",1958
977,Alag: He Is Different.... He Is Alone...,['0813996'],16 Jun 2006,"Action, Drama, Fantasy","Akshay Kapoor, Dia Mirza, Yatin Karyekar",An odd orphan boy is forced to use his secret super powers when his new classmates bully him. A scientist abducts him to use the boy's powers for his own evil gains.,3.8,"1,183",2006
978,Disco Dancer,['0208903'],10 Dec 1982,"Drama, Musical, Romance","Mithun Chakraborty, Kim, Kalpana Iyer","Talented amateur singer after years of honest work became a famous professional, but an old enemy of his family is envy of his success.",6.5,"1,305",1982
979,Khamoshiyan,['3886444'],30 Jan 2015,"Drama, Horror, Romance","Gurmeet Choudhary, Ali Fazal, Sapna Pabbi","An erotic love triangle revolving around a writer adrift in the icy slopes of Kashmir where he discovers a woman with a strange, silent past.",4.0,"1,234",2015
980,Ajooba,['0101283'],12 Apr 1991,"Action, Adventure, Comedy","Amitabh Bachchan, Dimple Kapadia, Rishi Kapoor","The evil Vizier of Baharistan kills the royal family and takes power himself but the real crown prince, who has survived his machinations, returns to his homeland to avenge his parents as a masked vigilante 'Ajooba'.",5.3,"1,220",1991
981,Maa Tujhhe Salaam,['0307116'],25 Jan 2002,"Action, Drama","Sunny Deol, Tabu, Arbaaz Khan",Major Pratab Singh works in the Indian army and he and his battalion has been assigned duty near the Indo-Pakistan border. There duty mainly consists of eliminating any terrorists trying to cross the Indian border. A Pakistan leader ,3.5,"1,149",2002
982,Junglee,['7463730'],29 Mar 2019,"Action, Adventure, Thriller","Vidyut Jammwal, Lars Kjeldsen, Asha Bhat","The story revolves around a vet, who on his homecoming to his father's elephant reserve, encounters and fights an international poachers racket.",5.6,"1,745",2019
983,3G,['9484372'],N/A,Drama,Shauna Blaize,N/A,N/A,N/A,2016–
984,Jodi Breakers,['2191721'],24 Feb 2012,"Comedy, Musical, Romance","Bipasha Basu, Helen, Pradeep Kharab",A man (R. Madhavan) who helps wronged parties get out of bad relationships meets his match when he takes on a business partner (Bipasha Basu).,3.5,"1,126",2012
985,I See You,['6079516'],10 Dec 2019,"Crime, Drama, Horror","Helen Hunt, Jon Tenney, Owen Teague",Strange occurrences plague a small town detective and his family as he investigates the disappearance of a young boy.,6.8,"39,955",2019
986,Baaghi: A Rebel for Love,['0099080'],11 Dec 1990,"Action, Drama, Romance","Salman Khan, Nagma, Shakti Kapoor","A saga of love as a man turns rebellious and goes against his family and society to protect his love, a prostitute from evil.",5.7,"1,491",1990
987,Ek Doctor Ki Maut,['0345177'],N/A,"Biography, Drama","Shabana Azmi, Pankaj Kapur, Irrfan Khan","After years of painstaking research at the cost of his domestic pleasure, Dr. Dipankar Roy discovers a vaccine for leprosy. The news is flashed over television and overnight, an insignificant junior doctor receives international reco",8.3,"1,359",1990
988,Love Sonia,['3823392'],14 Sep 2018,Drama,"Abhishek Bharate, Riya Sisodiya, Mrunal Thakur","Inspired by real life events, Love Sonia is the story of a young girl's journey to rescue her sister from the dangerous world of international sex trafficking.",7.4,"1,659",2018
989,Awwal Number,['0154183'],N/A,"Action, Drama, Sport","Dev Anand, Aamir Khan, Ekta Sohini",The DGP of Police discovers a terrorist plot hatched by a sacked cricketer to blow up the stadium where an important cricket match is in progress.,5.4,"1,115",1990
990,Jis Desh Mein Ganga Rehta Hain,['0263491'],13 Oct 2000,"Comedy, Crime, Drama","Govinda, Sonali Bendre, Rinke Khanna",Gangaram alias Ganga has been raised by his foster parents who reside in the village thus he gets accustom to village life. 24 years later his birth parents multi-millionaire Avinash and his wife Radha comes to ask him to move into t,4.9,"1,204",2000
991,Umrika,['2614722'],04 Oct 2017,"Comedy, Drama","Aashish Bhatt, Uplaksh Kochhar, Megh Pant","An ambitious man leaves his small Indian village for America. But when his letters to home stop coming, his brother sets out on his own adventure.",6.6,"1,384",2015
992,Sainik,['0290839'],10 Sep 1993,"Action, Drama, Romance","Akshay Kumar, Ashwini Bhave, Farheen, Alok Nath",Lieutenant Suraj Dutt successfully fails an arms dealing on the border.He soon comes on leave and goes to meet his sister Mini where he comes across Alka.Alka and Sooraj soon fall in love ...,6.1,"1,160",1993
993,Aamdani Atthanni Kharcha Rupaiya,['0305173'],21 Dec 2001,"Comedy, Drama, Family","Govinda, Juhi Chawla, Tabu, Chandrachur Singh","In order to make ends meet, three women steps out from their houses for earning. However, this irks their jobless husbands who can go to extreme lengths to stop them.",4.8,"1,242",2001
994,Armaan,['0331851'],16 May 2003,"Drama, Family, Romance","Amitabh Bachchan, Anil Kapoor, Preity Zinta, Gracy Singh",Dr. Siddharth Sinha is a dedicated selfless doctor who dreams of building a state-of-the-art hospital with all the modern instruments and amenities for patient care . His foster son Akash ...,5.2,"1,099",2003
995,Irada,['6467738'],17 Feb 2017,"Drama, Mystery, Thriller","Naseeruddin Shah, Arshad Warsi, Divya Dutta",An NIA officer tries to unravel the conspiracy that led to the bombing of a business tycoon's factory.,6.3,"1,323",2017
996,Waqt,['0059893'],28 Jul 1965,"Drama, Romance","Sunil Dutt, Sadhana, Raaj Kumar","Members of a family are separated in a natural disaster. Several years down the line, they aren't united but their lives are strangely interconnected.",7.8,"1,282",1965
997,Rudraksh,['0366985'],13 Feb 2004,"Action, Fantasy, Sci-Fi","Sanjay Dutt, Bipasha Basu, Sunil Shetty","A doctor travels from America to India to investigate a man with paranormal healing powers, and uncovers the existence of a dark power that has the potential to transform humans into a new species.",2.7,"1,179",2004
998,Raakh,['0290820'],21 Apr 1989,"Action, Crime, Drama","Aamir Khan, Supriya Pathak, Pankaj Kapur","A poor, young man teams up with a burnt out cop to avenge the humiliation of his former girlfriend by a gang of goons.",7.5,"1,107",1989
